Longitude,Latitude,Housing_median_age,Rooms,Bedrooms,Population,Housholds,Median_income,House_value,Close_to_Ocean (Chose this as output!)
0.3205555556,0.556,0.6923076923,0.03507121058,0.03537626067,0.02101900118,0.03732324893,0.3691820545,0.563998872,1
0.3502222222,0.08,0.3653846154,0.1163275687,0.1787432118,0.08533714478,0.1737915159,0.1376574895,0.2481995036,0
0.3199444444,0.565,0.6153846154,0.08738555443,0.134678045,0.07238944005,0.1343308122,0.2335777615,0.4647990704,1
0.3437222222,0.18,0.6923076923,0.02609359105,0.02823894492,0.01415279413,0.02893784939,0.2895673622,0.4671990656,0
0.3402777778,0.226,0.5,0.04493896236,0.04111714507,0.0291463483,0.0411048997,0.3652223185,0.3961992076,0
0.3191666667,0.559,0.5961538462,0.03385045778,0.03801396431,0.01675915027,0.03699440973,0.2788280781,0.690998618,1
0.3437222222,0.21,0.4615384615,0.1187690743,0.18386346,0.06944677989,0.1820124959,0.2131524565,0.5047989904,0
0.3103888889,0.88,0.5961538462,0.05473041709,0.07168347556,0.03528389664,0.0690562315,0.1498433438,0.1621996756,1
0.3455555556,0.169,0.2884615385,0.05338250254,0.04996121024,0.02446611737,0.05047681684,0.532544497,0.655998688,0
0.358,0.076,0.2884615385,0.03250254323,0.03366951125,0.01830054369,0.03041762578,0.2987867476,0.2805994388,0
0.3427222222,0.203,1,0.0483723296,0.06299456943,0.03455523794,0.06330154554,0.1886207586,0.2643994712,0
0.3496111111,0.077,0.6538461538,0.05709562564,0.06113266098,0.05181884424,0.07053600789,0.2362909139,0.370999258,1
0.3208888889,0.543,0.6923076923,0.06129196338,0.05601241272,0.0261756628,0.06198618875,0.5100993267,1,1
0.3216666667,0.596,0.4807692308,0.03494404883,0.03196276183,0.01594641556,0.03863860572,0.4246316912,0.470999058,1
0.3262777778,0.67,0.3076923077,0.09529501526,0.09092319628,0.05092203352,0.0970075633,0.30989934,0.2905994188,0
0.3417777778,0.2,0.5576923077,0.04392166836,0.07432117921,0.02076677316,0.07086484709,0.240790614,0.999998,0
0.3272777778,0.556,0.6153846154,0.04366734486,0.05042668735,0.03800235413,0.05047681684,0.1780214652,0.1837996324,0
0.3483333333,0.106,0.5961538462,0.05412004069,0.08068269977,0.02939857631,0.07974350543,0.2684487701,0.57999884,1
0.3429444444,0.227,0.5192307692,0.1323753815,0.1332816137,0.06622386638,0.1460046037,0.4129458036,0.5521988956,0
0.3277777778,0.563,0.5961538462,0.005467955239,0.009619860357,0.005380864301,0.01085169352,0.1166588894,0.1475997048,0
0.3422222222,0.222,0.8269230769,0.03102746694,0.03444530644,0.02043046914,0.03781650773,0.2429304713,0.3725992548,0
0.344,0.197,0.6923076923,0.04267548321,0.05011636928,0.03867496217,0.05787569878,0.2365242317,0.3265993468,0
0.3217222222,0.569,0.3846153846,0.1092573754,0.1267649341,0.04853988005,0.1315356791,0.3202186521,0.3765992468,1
0.333,0.472,0.6153846154,0.0249491353,0.03677269201,0.02062664649,0.04094048011,0.1199920005,0.1207997584,0
0.3446111111,0.214,0.2884615385,0.09142929807,0.1495733126,0.05153859089,0.1441959882,0.1734151057,0.3005993988,0
0.3419444444,0.199,0.6346153846,0.07947609359,0.1217998448,0.04820357603,0.117231174,0.1981334578,0.6499987,0
0.3208888889,0.547,0.6730769231,0.05806205493,0.07618308766,0.03217308447,0.07168694508,0.3036864209,0.6371987256,1
0.3437222222,0.188,0.6153846154,0.04547304171,0.07121799845,0.03169665378,0.07579743505,0.2351709886,0.3321993356,0
0.3493333333,0.056,0.3846153846,0.06419125127,0.1058184639,0.05097808419,0.09207497534,0.1952269849,0.5153989692,1
0.3231111111,0.532,0.4230769231,0.0766785351,0.09014740109,0.06981110924,0.08714238737,0.289440704,0.3525992948,0
0.3255555556,0.663,0.5769230769,0.09221770092,0.1294026377,0.04419595314,0.1325221966,0.1677888141,0.2607994784,0
0.3236111111,0.477,0.4807692308,0.04707527976,0.06485647789,0.04702651197,0.06412364354,0.2195653623,0.2705994588,0
0.3500555556,0.077,0.6730769231,0.05864699898,0.0518231187,0.0232049773,0.05097007563,0.4073261783,0.6031987936,0
0.3419444444,0.218,0.6346153846,0.05282299084,0.07540729247,0.02861386694,0.07398881947,0.2401106593,0.4499991,0
0.3253888889,0.652,0.8269230769,0.05312817904,0.06190845617,0.02676419483,0.06330154554,0.1726418239,0.1441997116,0
0.3428333333,0.209,1,0.03234994914,0.04996121024,0.02757692954,0.05804011838,0.1270781948,0.5231989536,0
0.3202777778,0.856,0.2307692308,0.0991861648,0.1339022498,0.06011434337,0.1420585334,0.1325311646,0.1703996592,0
0.3498333333,0.207,0.3076923077,0.09623601221,0.08952676493,0.04526091587,0.08632028938,0.2822011866,0.4405991188,0
0.3425555556,0.2,0.9423076923,0.06269074262,0.05771916214,0.02852979093,0.05902663598,0.2666488901,0.5935988128,0
0.3425555556,0.207,1,0.08074771109,0.1640031032,0.04467238383,0.16392634,0.2117592161,0.4499991,0
0.3285555556,0.675,0.2884615385,0.03898779247,0.0465477114,0.01888907572,0.04718842486,0.1708219452,0.2921994156,0
0.3423888889,0.195,0.6730769231,0.02349949135,0.05415050427,0.03856286083,0.05886221638,0.1486367575,0.52499895,0
0.3205,0.63,0.4807692308,0.09875381485,0.1148176881,0.04598957458,0.1111476488,0.2599826678,0.3745992508,1
0.3477777778,0.194,0.8076923077,0.023982706,0.0265321955,0.01305980606,0.03337717856,0.2097060196,0.231999536,0
0.3312222222,0.476,0.4807692308,0.0252034588,0.04220325834,0.02637184014,0.04307793489,0.1208252783,0.115999768,0
0.3445555556,0.213,0.5576923077,0.05366225839,0.07137315749,0.05296788297,0.07365998027,0.2453569762,0.260999478,0
0.3345555556,0.48,0.6538461538,0.08713123093,0.09666408068,0.05431309904,0.1063794804,0.193280448,0.131999736,0
0.3224444444,0.654,0.1153846154,0.03776703967,0.04934057409,0.0250546494,0.05064123644,0.2147990134,0.2791994416,0
0.3468333333,0.188,0.6730769231,0.04463377416,0.06920093095,0.04072081161,0.07037158829,0.1543897074,0.2387995224,0
0.3428888889,0.205,0.5384615385,0.03321464903,0.09883630721,0.05826467126,0.09832292009,0.09742683821,0.5499989,0
0.3442222222,0.171,0.2307692308,0.1020854527,0.134678045,0.04498066252,0.1264386715,0.4006532898,0.7937984124,0
0.3434444444,0.197,0.5769230769,0.0734231943,0.1343677269,0.07863908974,0.136468267,0.1474701687,0.3387993224,0
0.3427222222,0.21,0.6923076923,0.05818921668,0.1602792863,0.08491676476,0.1463334429,0.1021798547,0.499999,0
0.3501111111,0.193,0.7692307692,0.05790946083,0.07726920093,0.03898324085,0.07448207826,0.1298046797,0.1463997072,0
0.32,0.578,1,0.01180061038,0.03134212568,0.008015245782,0.02433410062,0.1074928338,0.22499955,1
0.3221111111,0.554,0.5961538462,0.03153611394,0.04096198604,0.0201502158,0.03880302532,0.2356509566,0.4205991588,1
0.3447777778,0.203,0.6730769231,0.03812309257,0.04484096199,0.03116417241,0.04406445248,0.2553163122,0.297999404,0
0.3438333333,0.218,1,0.09081892167,0.07913110939,0.04018833025,0.08056560342,0.3933671089,0.751998496,0
0.3436666667,0.186,0.8269230769,0.05350966429,0.05927075252,0.03001513368,0.06511016113,0.3333111126,0.4177991644,0
0.3280555556,0.559,0.5576923077,0.04392166836,0.06811481769,0.029790931,0.06346596514,0.126184921,0.1271997456,0
0.3372777778,0.452,0.75,0.02182095626,0.03537626067,0.03424695925,0.03682999013,0.1047530165,0.085999828,0
0.3218888889,0.627,0.2692307692,0.1759918616,0.1545384019,0.08956897035,0.1608023676,0.3377908139,0.3425993148,0
0.3210555556,0.58,0.9230769231,0.03359613428,0.040806827,0.01418081946,0.0414337389,0.2731617892,0.4593990812,1
0.3487222222,0.081,0.4615384615,0.08318921668,0.07882079131,0.04192590101,0.07925024663,0.3957002866,0.8443983112,1
0.3440555556,0.191,0.6730769231,0.05666327569,0.0718386346,0.04366347178,0.07020716869,0.2681821212,0.3153993692,0
0.327,0.692,0.3076923077,0.05261953204,0.04840961986,0.02491452273,0.04916146005,0.3117858809,0.423999152,0
0.3225555556,0.457,0.5384615385,0.08018819939,0.06346004655,0.01594641556,0.04455771128,0.9606892874,1,1
0.3436111111,0.177,0.7884615385,0.08769074262,0.1390224981,0.04542906788,0.1377836238,0.2999800013,0.6795986408,1
0.323,0.539,0.3269230769,0.04519328586,0.05089216447,0.0346112886,0.05409404801,0.3614759016,0.5161989676,0
0.3438333333,0.214,0.8461538462,0.08387589013,0.09542280838,0.03971189956,0.105721802,0.2754749683,0.8695982608,0
0.3228888889,0.566,0.5576923077,0.06871820956,0.1055081458,0.03811445547,0.1055573824,0.2074995,0.465999068,0
0.3313888889,0.586,0.4807692308,0.007299084435,0.008844065167,0.003306989519,0.008220979941,0.1536964202,0.32499935,0
0.3446666667,0.179,0.6923076923,0.06098677518,0.06252909232,0.03533994731,0.06609667872,0.3520831945,0.4435991128,0
0.3431666667,0.189,0.3076923077,0.1272380468,0.1830876649,0.1161650132,0.190562315,0.1425838277,0.2667994664,0
0.3542777778,0.173,0.5576923077,0.02881485249,0.0342901474,0.02572725744,0.03929628412,0.1909739351,0.1441997116,0
0.3219444444,0.589,0.7115384615,0.04265005086,0.04173778123,0.01930945575,0.04653074646,0.2841477235,0.6211987576,1
0.342,0.227,0.6923076923,0.02825534079,0.04266873545,0.03735777143,0.04373561329,0.2356309579,0.3161993676,0
0.3417222222,0.204,0.9230769231,0.06055442523,0.05352986811,0.02407376268,0.05031239724,0.5350109993,1,0
0.3216666667,0.563,0.3461538462,0.2533825025,0.3151280062,0.1573062048,0.3199605393,0.2544563696,0.3743992512,1
0.3199444444,0.579,1,0.08397761953,0.134833204,0.03301384452,0.1195330483,0.2245250317,1,1
0.3462222222,0.207,0.6153846154,0.04514242116,0.04871993794,0.02990303234,0.04965471884,0.2691487234,0.2425995148,0
0.3386111111,0.342,0.7884615385,0.0506612411,0.065321955,0.02819348691,0.0688918119,0.1892740484,0.113999772,0
0.3428333333,0.204,0.5961538462,0.01780264496,0.04639255237,0.035648226,0.04899704045,0.1436037597,0.2561994876,0
0.3478333333,0.192,0.4807692308,0.07339776195,0.09045771916,0.06521495432,0.09487010852,0.1589960669,0.2273995452,0
0.3263888889,0.593,0.5961538462,0.04254832146,0.05927075252,0.04859593072,0.06576783953,0.1388774082,0.0965998068,0
0.3221666667,0.491,0.3653846154,0.01757375381,0.02963537626,0.009080208508,0.027458073,0.2087327511,0.776998446,1
0.3475555556,0.194,0.5769230769,0.07609359105,0.08006206362,0.04262653439,0.0833607366,0.2608359443,0.2537994924,0
0.3260555556,0.626,0.4230769231,0.04496439471,0.06144297905,0.02816546158,0.0690562315,0.1256316246,0.1765996468,0
0.3496666667,0.057,0.4807692308,0.03224821974,0.04375484872,0.02777310689,0.04916146005,0.2018798747,0.2471995056,1
0.321,0.579,0.8846153846,0.06017293998,0.08921644686,0.04615772658,0.08664912858,0.1736017599,0.2493995012,1
0.3222777778,0.577,0.2692307692,0.2088758901,0.2116369279,0.09200717449,0.2114436041,0.3450103326,0.5895988208,0
0.3223888889,0.597,0.5192307692,0.04300610376,0.04484096199,0.02261644527,0.04866820125,0.4077594827,0.420999158,0
0.3236111111,0.495,0.5192307692,0.04018311292,0.04701318852,0.02987500701,0.05031239724,0.3137857476,0.4053991892,0
0.3297222222,0.329,0.6923076923,0.0493387589,0.04887509697,0.02382153467,0.04899704045,0.2121058596,0.4991990016,1
0.3445,0.193,0.5192307692,0.09430315361,0.1114041893,0.05383666835,0.1185465307,0.2916472235,0.4207991584,0
0.3225555556,0.531,0.5769230769,0.1077822991,0.1567106284,0.053640491,0.15981585,0.2508632758,0.613998772,0
0.3235,0.568,0.8461538462,0.01258901322,0.01737781226,0.007763017768,0.01792173627,0.1777681488,0.3583992832,0
0.3397777778,0.222,0.2115384615,0.08062054934,0.06516679597,0.03973992489,0.07102926669,0.5007532831,0.7237985524,0
0.3222777778,0.536,0.6346153846,0.06472533062,0.07245927075,0.03606860602,0.07530417626,0.3666422239,0.5643988712,0
0.3462222222,0.365,0.2884615385,0.06869277721,0.0893716059,0.03489154195,0.08434725419,0.2217785481,0.1637996724,0
0.3421111111,0.536,0.3461538462,0.05801119023,0.08068269977,0.03993610224,0.07645511345,0.1159122725,0.1087997824,0
0.347,0.176,0.09615384615,0.1486775178,0.1605896043,0.09130654111,0.1645840184,0.3197453503,0.3215993568,0
0.3396666667,0.221,0.5,0.08530010173,0.1022498061,0.0566111765,0.1065439,0.2771548563,0.4235991528,0
0.3425,0.218,0.8846153846,0.04679552391,0.05880527541,0.02426994003,0.05919105557,0.2203586428,0.4607990784,0
0.3428333333,0.21,0.75,0.01604781282,0.04623739333,0.02085084917,0.04505097008,0.1803479768,0.32499935,0
0.3385555556,0.415,0.3846153846,0.03260427263,0.04235841738,0.02387758534,0.04061164091,0.1090193987,0.097999804,0
0.3415555556,0.218,0.8846153846,0.05295015259,0.06795965865,0.02934252564,0.06461690233,0.2435437637,0.431999136,0
0.3496111111,0.079,0.4807692308,0.06330111902,0.04871993794,0.0255310801,0.05080565603,0.5222051863,0.5551988896,1
0.3484444444,0.084,0.7884615385,0.03611393693,0.05244375485,0.01793621434,0.05162775403,0.1953603093,0.7205985588,1
0.3205,0.594,0.7307692308,0.05523906409,0.06252909232,0.02648394148,0.06313712595,0.2930337977,0.3883992232,1
0.3296111111,0.597,0.1730769231,0.1894710071,0.2288595811,0.06258057284,0.1529102269,0.1768415439,0.265999468,0
0.3500555556,0.073,0.5769230769,0.04720244151,0.05259891389,0.0309119444,0.06231502795,0.2690287314,0.3075993848,0
0.333,0.498,0.2307692308,0.06892166836,0.08921644686,0.04831567737,0.08484051299,0.09807346177,0.1207997584,0
0.3228888889,0.528,0.6346153846,0.0750508647,0.08207913111,0.03609663135,0.08566261098,0.2770081995,0.6261987476,0
0.3418888889,0.2,1,0.02258392675,0.03196276183,0.01053752592,0.03189740217,0.2583161123,0.743998512,0
0.3452777778,0.2,0.5,0.06897253306,0.06237393328,0.03892719018,0.06198618875,0.3767282181,0.4557990884,0
0.3448333333,0.209,0.6538461538,0.05574771109,0.06687354538,0.03856286083,0.07037158829,0.2657222852,0.3277993444,0
0.3246111111,0.498,0.2692307692,0.1330366226,0.1267649341,0.07381873213,0.1313712595,0.3313245784,0.5595988808,0
0.322,0.554,0.5,0.05455239064,0.05725368503,0.03601255535,0.06198618875,0.3297380175,0.4475991048,1
0.3426666667,0.187,0.5384615385,0.09570193286,0.118231187,0.05512583375,0.1190397895,0.3549363376,0.5437989124,0
0.3316111111,0.529,0.7692307692,0.03921668362,0.05290923196,0.03595650468,0.0560670832,0.1128524765,0.1117997764,0
0.3502222222,0.085,0.2115384615,0.2473041709,0.2786656323,0.1470489322,0.2921736271,0.2780881275,0.3321993356,0
0.3218333333,0.564,0.4807692308,0.1150559512,0.1334367727,0.06798946247,0.1417296942,0.3138657423,0.3817992364,1
0.3373333333,0.511,0.6538461538,0.04834689725,0.06113266098,0.004792332268,0.01200263071,0.2048463436,0.2891994216,0
0.3436111111,0.193,0.5769230769,0.07873855544,0.09743987587,0.0469704613,0.09651430451,0.3105326312,0.4145991708,0
0.3257777778,0.669,0.25,0.1742115972,0.2172226532,0.1191356987,0.2336402499,0.2465768949,0.1865996268,0
0.3206111111,0.582,0.03846153846,0.004018311292,0.006671838635,0.002634381481,0.009371917133,0.1708219452,0.11999976,1
0.3277777778,0.565,1,0.09885554425,0.1245927075,0.04954879211,0.1280828675,0.1672488501,0.237999524,0
0.3227222222,0.459,0.3269230769,0.1281536114,0.1292474787,0.04702651197,0.1167379152,0.4154589694,0.6781986436,1
0.3208333333,0.61,1,0.04046286877,0.05771916214,0.02289669862,0.05869779678,0.1427304846,0.1943996112,1
0.3447777778,0.214,0.6346153846,0.04120040692,0.04391000776,0.0243259907,0.04521538967,0.360709286,0.4387991224,0
0.339,0.337,0.6730769231,0.02098168871,0.0277734678,0.01877697438,0.02975994739,0.07758149457,0.1157997684,0
0.3216111111,0.599,0.3076923077,0.09951678535,0.110162917,0.0499411468,0.1111476488,0.3419572029,0.4133991732,1
0.3225,0.537,0.75,0.01134282808,0.0200155159,0.008884031164,0.02088128905,0.2023665089,0.4165991668,0
0.3198333333,0.575,1,0.06253814852,0.07866563227,0.02836163892,0.07809930944,0.2704353043,0.7757984484,1
0.3227222222,0.442,0.2692307692,0.02741607325,0.04049650892,0.01070567793,0.0281157514,0.2472035198,0.41999916,1
0.3506666667,0.193,0.7115384615,0.03802136317,0.06656322731,0.02424191469,0.0562315028,0.08124791681,0.10999978,0
0.3478888889,0.119,0.3269230769,0.008977619532,0.01737781226,0.01006109523,0.01940151266,0.1041597227,0.32499935,1
0.3264444444,0.6,0.4807692308,0.03741098678,0.0465477114,0.02020626646,0.04998355804,0.164575695,0.2535994928,0
0.3466111111,0.212,0.3269230769,0.1706256358,0.1858805275,0.1108121742,0.1908911542,0.3132924472,0.3137993724,0
0.3583333333,0.075,0.25,0.008392675483,0.01117145074,0.02303682529,0.01052285432,0.2273648423,0.28499943,0
0.3421666667,0.19,0.75,0.0518819939,0.05213343677,0.02595146012,0.05771127918,0.5036464236,1,0
0.3185555556,0.646,0.2692307692,0.06012207528,0.09790535299,0.03643293537,0.1027622493,0.1734751017,0.4421991156,0
0.3465,0.212,0.07692307692,0.1099440488,0.1202482545,0.04144947032,0.109010194,0.4050263316,0.4535990928,0
0.3223888889,0.634,0.3076923077,0.05928280773,0.06982156711,0.03009920969,0.06576783953,0.2688420772,0.2535994928,0
0.3434444444,0.21,0.1923076923,0.04849949135,0.06175329713,0.02581133345,0.06067083196,0.3249783348,0.4007991984,0
0.3351666667,0.247,0.6730769231,0.06866734486,0.06547711404,0.05591054313,0.06297270635,0.3316912206,1,0
0.3408888889,0.225,0.9038461538,0.03344354018,0.04499612102,0.01628271958,0.04406445248,0.3601359909,0.505998988,0
0.326,0.601,0.6923076923,0.00994404883,0.01148176881,0.004792332268,0.01298914831,0.1802879808,0.2055995888,0
0.3235,0.493,0.3846153846,0.06579348932,0.08487199379,0.04299086374,0.08878658336,0.1624891674,0.3807992384,0
0.3456666667,0.209,0.6153846154,0.06721770092,0.08006206362,0.05218317359,0.07859256823,0.2478301447,0.3543992912,0
0.3443333333,0.197,0.6538461538,0.04839776195,0.04546159814,0.02485847206,0.05031239724,0.409839344,0.6275987448,0
0.3388333333,0.333,0.8076923077,0.02848423194,0.03956555469,0.01897315173,0.03502137455,0.1028531431,0.0787998424,0
0.3413888889,0.22,0.5961538462,0.04992370295,0.06516679597,0.04186985034,0.06823413351,0.2354043064,0.4235991528,0
0.3387777778,0.407,0.5576923077,0.06637843337,0.09262994569,0.0464940306,0.09388359092,0.1060662622,0.1215997568,0
0.3422222222,0.186,0.7884615385,0.05689216684,0.09262994569,0.02628776414,0.08599145018,0.3140123992,1,0
0.3382777778,0.338,0.7115384615,0.0519837233,0.06113266098,0.0250546494,0.05902663598,0.196340244,0.1655996688,0
0.3442222222,0.183,0.3653846154,0.1151068159,0.1287820016,0.0649627263,0.1229858599,0.3111859209,0.6413987172,0
0.3443888889,0.183,0.4615384615,0.1179806714,0.2131885182,0.08668236085,0.2066754357,0.1705019665,0.4045991908,0
0.3448333333,0.193,0.6346153846,0.04135300102,0.05865011637,0.02976290567,0.05853337718,0.1462835811,0.2791994416,0
0.3442777778,0.258,0.07692307692,0.2504832146,0.2761830877,0.1274031725,0.2627425189,0.2715085661,0.3085993828,0
0.3431666667,0.19,0.5961538462,0.05450152594,0.08099301784,0.06378566224,0.08533377179,0.1206252916,0.2015995968,0
0.342,0.205,0.3461538462,0.1215666328,0.1849495733,0.05285578163,0.1703387044,0.2978068129,1,0
0.3446111111,0.194,0.6538461538,0.04150559512,0.040806827,0.01933748108,0.04406445248,0.370695287,0.5115989768,0
0.3248333333,0.661,0.09615384615,0.2072482197,0.2968192397,0.08219830727,0.2657020717,0.2452369842,0.3575992848,0
0.3435555556,0.185,0.6923076923,0.06785350966,0.07339022498,0.0368533154,0.07859256823,0.2714085728,0.4311991376,0
0.3232777778,0.531,0.2692307692,0.06945574771,0.08968192397,0.03108009641,0.09059519895,0.2091993867,0.2793994412,0
0.3446111111,0.171,0.5,0.06492878942,0.0628394104,0.03746987276,0.06757645511,0.3582227851,0.5057989884,0
0.3428888889,0.178,0.3846153846,0.05679043744,0.09169899147,0.05366851634,0.09174613614,0.2133924405,0.3381993236,0
0.3417222222,0.228,0.5192307692,0.06447100712,0.06035686579,0.03001513368,0.06346596514,0.4579361376,0.6387987224,0
0.3442777778,0.172,0.4615384615,0.1323245168,0.1484871994,0.06908245054,0.1555409405,0.3441770549,0.521998956,0
0.3437777778,0.176,0.8269230769,0.07807731434,0.1036462374,0.03475141528,0.1062150608,0.252069862,0.922998154,1
0.3436666667,0.195,0.6923076923,0.0493896236,0.05508145849,0.0249705734,0.05721802039,0.2442170522,0.5641988716,0
0.3312777778,0.623,0.25,0.1119277721,0.1286268425,0.02589540945,0.06297270635,0.1796013599,0.246999506,0
0.3206111111,0.591,0.7692307692,0.05302644964,0.05104732351,0.02230816658,0.055738244,0.3690220652,0.5473989052,1
0.3418333333,0.199,0.4615384615,0.03657171923,0.07044220326,0.01863684771,0.06839855311,0.198320112,1,0
0.3485,0.084,0.5,0.1002034588,0.101939488,0.03306989519,0.09865175929,0.4068062129,1,1
0.3419444444,0.207,0.3653846154,0.1232197355,0.2496508922,0.1051230312,0.2530417626,0.1055262982,0.6999986,0
0.3253888889,0.574,0.7692307692,0.02184638861,0.03041117145,0.011966818,0.02893784939,0.2385774282,0.2207995584,0
0.3300555556,0.539,0.3076923077,0.1199643947,0.1736229635,0.100582927,0.167214732,0.1403973068,0.1455997088,0
0.3438888889,0.174,0.6346153846,0.05389114954,0.08130333592,0.02443809204,0.07645511345,0.3024465036,0.990998018,1
0.3436666667,0.268,0.5961538462,0.06780264496,0.1027152832,0.03746987276,0.09898059849,0.1628691421,0.2021995956,0
0.3471666667,0.202,0.4615384615,0.1978382503,0.2847168348,0.1119892383,0.2902005919,0.1450836611,0.2705994588,0
0.3465,0.162,0.1730769231,0.1082655137,0.1217998448,0.03623675803,0.1224926011,0.2475768282,0.3933992132,0
0.3413333333,0.224,0.4423076923,0.07578840285,0.05616757176,0.03385460456,0.06215060835,0.5447236851,1,0
0.3527777778,0.181,0.5,0.1279755849,0.1906904577,0.08648618351,0.1945083854,0.169315379,0.1895996208,0
0.337,0.432,0.2692307692,0.03062054934,0.03522110163,0.01774003699,0.04061164091,0.2616492234,0.1675996648,0
0.3492222222,0.07,0.9230769231,0.01297049847,0.02792862684,0.01527380752,0.02170338704,0.1200453303,0.172999654,1
0.3445555556,0.164,0.3846153846,0.04707527976,0.07680372382,0.02219606524,0.05968431437,0.2545630291,0.27499945,1
0.3455,0.188,0.3653846154,0.07548321465,0.07804499612,0.04007622891,0.07546859586,0.3555696287,0.7433985132,0
0.3432777778,0.204,0.9038461538,0.03369786368,0.06097750194,0.04363544644,0.05787569878,0.1866542231,0.2967994064,0
0.3425,0.199,0.8653846154,0.04486266531,0.06221877424,0.0190292024,0.054916146,0.2134591027,0.4441991116,0
0.3424444444,0.181,0.6538461538,0.05623092574,0.07788983708,0.03119219775,0.08023676422,0.3134857676,0.7135985728,0
0.3294444444,0.355,0.1923076923,0.1011953204,0.1180760279,0.05139846421,0.1103255508,0.2333177788,0.3441993116,0
0.3366111111,0.435,0.3846153846,0.04432858596,0.05275407292,0.03895521551,0.0552449852,0.1481367909,0.1057997884,0
0.3448888889,0.189,0.2307692308,0.04727873856,0.06097750194,0.01743175831,0.05195659323,0.3350309979,0.3235993528,0
0.3448333333,0.187,1,0.02416073245,0.03553141971,0.01202286867,0.03041762578,0.1543230451,0.3641992716,0
0.3226111111,0.533,0.8461538462,0.05447609359,0.05554693561,0.02370943333,0.06165734956,0.3617958803,0.841998316,0
0.3232777778,0.538,0.5576923077,0.01449643947,0.01179208689,0.006838181716,0.01183821111,0.8218918739,0.8333983332,0
0.3221666667,0.538,0.6153846154,0.01846388606,0.03165244375,0.01507763018,0.03337717856,0.3003133124,0.4607990784,0
0.3463333333,0.157,0.3076923077,0.1087741607,0.08766485648,0.04601759991,0.09026635975,0.5338444104,0.5731988536,0
0.3433333333,0.177,0.4230769231,0.02843336724,0.06780449961,0.03335014853,0.06560341993,0.1319712019,0.2875994248,1
0.3492777778,0.074,0.9615384615,0.03883519837,0.05244375485,0.02040244381,0.05294311082,0.1749883341,0.4063991872,1
0.3456666667,0.168,0.2884615385,0.04664292981,0.05120248254,0.02356930665,0.05080565603,0.40419972,0.4685990628,0
0.3231666667,0.498,0.3653846154,0.1126907426,0.1093871218,0.04943669077,0.1116409076,0.2887874142,0.5971988056,0
0.3199444444,0.577,1,0.04992370295,0.08766485648,0.04562524522,0.08615586978,0.173875075,0.3875992248,1
0.3447777778,0.181,0.4807692308,0.04402339776,0.07478665632,0.03158455244,0.07481091746,0.2170521965,0.4285991428,0
0.3303333333,0.568,0.3461538462,0.008519837233,0.01179208689,0.005296788297,0.01101611312,0.0818145457,0.17499965,0
